County,Year,Quarter,Period,transaction_count,avg_price,Inflation_Rate,real_avg_price,Region
Leitrim,2014,4,2014 Q4,164.0,74661.44,-0.03,74683.85,Republic of Ireland
Leitrim,2015,1,2015 Q1,109.0,89231.55,-0.6,89770.17,Republic of Ireland
Leitrim,2015,2,2015 Q2,101.0,90291.1,-0.43,90681.03,Republic of Ireland
Leitrim,2015,3,2015 Q3,103.0,95345.67,-0.17,95508.03,Republic of Ireland
Leitrim,2015,4,2015 Q4,174.0,86392.91,-0.07,86453.43,Republic of Ireland
Leitrim,2016,1,2016 Q1,93.0,80443.51,-0.13,80548.22,Republic of Ireland
Leitrim,2016,2,2016 Q2,133.0,80076.47,0.17,79940.57,Republic of Ireland
Leitrim,2016,3,2016 Q3,121.0,91599.97,0.13,91481.04,Republic of Ireland
Leitrim,2016,4,2016 Q4,161.0,97326.73,-0.07,97394.91,Republic of Ireland
Leitrim,2017,1,2017 Q1,116.0,91238.8,0.57,90721.69,Republic of Ireland
Leitrim,2017,2,2017 Q2,117.0,99960.48,0.23,99731.1,Republic of Ireland
Leitrim,2017,3,2017 Q3,121.0,113612.63,0.2,113385.86,Republic of Ireland
Leitrim,2017,4,2017 Q4,146.0,97117.31,0.47,96662.99,Republic of Ireland
Leitrim,2018,1,2018 Q1,120.0,111157.33,0.23,110902.26,Republic of Ireland
Leitrim,2018,2,2018 Q2,105.0,107094.36,0.17,106912.61,Republic of Ireland
Leitrim,2018,3,2018 Q3,126.0,111509.47,0.77,110657.4,Republic of Ireland
Leitrim,2018,4,2018 Q4,144.0,115332.74,0.73,114496.91,Republic of Ireland
Leitrim,2019,1,2019 Q1,97.0,102911.58,0.83,102064.45,Republic of Ireland
Leitrim,2019,2,2019 Q2,97.0,116857.83,1.17,115506.4,Republic of Ireland
Leitrim,2019,3,2019 Q3,122.0,119306.79,0.7,118477.44,Republic of Ireland
Leitrim,2019,4,2019 Q4,148.0,118959.37,1.03,117746.58,Republic of Ireland
Leitrim,2020,1,2020 Q1,97.0,113418.46,1.03,112262.16,Republic of Ireland
Leitrim,2020,2,2020 Q2,72.0,124690.02,-0.3,125065.21,Republic of Ireland
Leitrim,2020,3,2020 Q3,94.0,121934.35,-0.93,123078.98,Republic of Ireland
Leitrim,2020,4,2020 Q4,182.0,131837.02,-1.13,133343.81,Republic of Ireland
Leitrim,2021,1,2021 Q1,128.0,133836.96,-0.23,134145.49,Republic of Ireland
Leitrim,2021,2,2021 Q2,143.0,119582.92,1.4,117931.88,Republic of Ireland
Leitrim,2021,3,2021 Q3,120.0,144649.23,2.93,140531.66,Republic of Ireland
Leitrim,2021,4,2021 Q4,166.0,168750.84,5.27,160302.88,Republic of Ireland
Leitrim,2022,1,2022 Q1,128.0,143030.1,5.77,135227.47,Republic of Ireland
Leitrim,2022,2,2022 Q2,131.0,158131.25,7.97,146458.5,Republic of Ireland
Leitrim,2022,3,2022 Q3,122.0,172353.33,8.7,158558.72,Republic of Ireland
Leitrim,2022,4,2022 Q4,191.0,190897.54,8.8,175457.29,Republic of Ireland
Leitrim,2023,1,2023 Q1,115.0,169145.91,7.97,156660.1,Republic of Ireland
Leitrim,2023,2,2023 Q2,107.0,152586.54,6.63,143099.07,Republic of Ireland
Leitrim,2023,3,2023 Q3,145.0,177875.02,6.23,167443.3,Republic of Ireland
Leitrim,2023,4,2023 Q4,166.0,179790.86,4.5,172048.67,Republic of Ireland
Leitrim,2024,1,2024 Q1,102.0,192853.74,3.47,186386.14,Republic of Ireland
Leitrim,2024,2,2024 Q2,126.0,175138.46,2.47,170916.82,Republic of Ireland
Leitrim,2024,3,2024 Q3,122.0,188281.41,1.53,185444.11,Republic of Ireland
Leitrim,2024,4,2024 Q4,143.0,203723.57,1.03,201646.61,Republic of Ireland
Leitrim,2025,1,2025 Q1,93.0,184738.74,1.9,181294.15,Republic of Ireland
Leitrim,2025,2,2025 Q2,116.0,217035.02,1.9,212988.25,Republic of Ireland
Leitrim,2025,3,2025 Q3,111.0,243981.7,2.13,238893.28,Republic of Ireland
Leitrim,2025,4,2025 Q4,48.0,222193.7,3.05,215617.37,Republic of Ireland
Limerick,2010,1,2010 Q1,151.0,198076.23,-3.37,204984.19,Republic of Ireland
Limerick,2010,2,2010 Q2,198.0,182556.32,-1.33,185017.05,Republic of Ireland
Limerick,2010,3,2010 Q3,205.0,194935.28,0.2,194546.19,Republic of Ireland
Limerick,2010,4,2010 Q4,205.0,186404.7,0.93,184687.11,Republic of Ireland
Limerick,2011,1,2011 Q1,148.0,186441.16,2.27,182302.88,Republic of Ireland
Limerick,2011,2,2011 Q2,176.0,163253.59,2.87,158698.93,Republic of Ireland
Limerick,2011,3,2011 Q3,206.0,177662.62,2.43,173447.83,Republic of Ireland
Limerick,2011,4,2011 Q4,199.0,144996.8,2.7,141184.81,Republic of Ireland
Limerick,2012,1,2012 Q1,159.0,145162.07,2.13,142134.6,Republic of Ireland
Limerick,2012,2,2012 Q2,182.0,144568.73,1.8,142012.5,Republic of Ireland
Limerick,2012,3,2012 Q3,200.0,159343.07,1.77,156571.75,Republic of Ireland
Limerick,2012,4,2012 Q4,300.0,143986.32,1.07,142461.97,Republic of Ireland
Limerick,2013,1,2013 Q1,156.0,134040.15,0.97,132752.45,Republic of Ireland
Limerick,2013,2,2013 Q2,210.0,134856.75,0.53,134145.78,Republic of Ireland
Limerick,2013,3,2013 Q3,255.0,149463.63,0.3,149016.58,Republic of Ireland
Limerick,2013,4,2013 Q4,301.0,136181.86,0.23,135869.36,Republic of Ireland
Limerick,2014,1,2014 Q1,206.0,120563.94,0.07,120479.6,Republic of Ireland
Limerick,2014,2,2014 Q2,313.0,119195.95,0.37,118756.55,Republic of Ireland
Limerick,2014,3,2014 Q3,404.0,128114.2,0.37,127641.93,Republic of Ireland
Limerick,2014,4,2014 Q4,718.0,115646.26,-0.03,115680.97,Republic of Ireland
Limerick,2015,1,2015 Q1,463.0,123628.54,-0.6,124374.79,Republic of Ireland
Limerick,2015,2,2015 Q2,413.0,131567.25,-0.43,132135.43,Republic of Ireland
Limerick,2015,3,2015 Q3,585.0,131559.97,-0.17,131784.0,Republic of Ireland
Limerick,2015,4,2015 Q4,569.0,158087.88,-0.07,158198.62,Republic of Ireland
Limerick,2016,1,2016 Q1,395.0,136136.25,-0.13,136313.46,Republic of Ireland
Limerick,2016,2,2016 Q2,447.0,138461.47,0.17,138226.48,Republic of Ireland
Limerick,2016,3,2016 Q3,474.0,150363.94,0.13,150168.72,Republic of Ireland
Limerick,2016,4,2016 Q4,621.0,149349.14,-0.07,149453.76,Republic of Ireland
Limerick,2017,1,2017 Q1,363.0,163410.37,0.57,162484.21,Republic of Ireland
Limerick,2017,2,2017 Q2,507.0,157789.23,0.23,157427.15,Republic of Ireland
Limerick,2017,3,2017 Q3,620.0,162428.19,0.2,162103.98,Republic of Ireland
Limerick,2017,4,2017 Q4,613.0,174703.51,0.47,173886.24,Republic of Ireland
Limerick,2018,1,2018 Q1,440.0,181464.98,0.23,181048.57,Republic of Ireland
Limerick,2018,2,2018 Q2,493.0,190190.38,0.17,189867.6,Republic of Ireland
Limerick,2018,3,2018 Q3,565.0,197216.23,0.77,195709.27,Republic of Ireland
Limerick,2018,4,2018 Q4,657.0,200118.4,0.73,198668.12,Republic of Ireland
Limerick,2019,1,2019 Q1,406.0,182710.61,0.83,181206.6,Republic of Ireland
Limerick,2019,2,2019 Q2,491.0,213450.37,1.17,210981.88,Republic of Ireland
Limerick,2019,3,2019 Q3,630.0,221082.49,0.7,219545.67,Republic of Ireland
Limerick,2019,4,2019 Q4,651.0,181962.48,1.03,180107.37,Republic of Ireland
Limerick,2020,1,2020 Q1,471.0,212300.69,1.03,210136.28,Republic of Ireland
Limerick,2020,2,2020 Q2,327.0,206274.2,-0.3,206894.88,Republic of Ireland
Limerick,2020,3,2020 Q3,442.0,192037.84,-0.93,193840.56,Republic of Ireland
Limerick,2020,4,2020 Q4,645.0,233121.42,-1.13,235785.8,Republic of Ireland
Limerick,2021,1,2021 Q1,460.0,210226.84,-0.23,210711.48,Republic of Ireland
Limerick,2021,2,2021 Q2,485.0,260406.76,1.4,256811.4,Republic of Ireland
Limerick,2021,3,2021 Q3,598.0,227447.91,2.93,220973.39,Republic of Ireland
Limerick,2021,4,2021 Q4,645.0,250975.67,5.27,238411.39,Republic of Ireland
Limerick,2022,1,2022 Q1,426.0,248533.2,5.77,234975.14,Republic of Ireland
Limerick,2022,2,2022 Q2,563.0,259896.69,7.97,240711.95,Republic of Ireland
Limerick,2022,3,2022 Q3,602.0,254367.13,8.7,234008.4,Republic of Ireland
Limerick,2022,4,2022 Q4,710.0,308414.26,8.8,283468.99,Republic of Ireland
Limerick,2023,1,2023 Q1,457.0,257400.42,7.97,238399.94,Republic of Ireland
Limerick,2023,2,2023 Q2,495.0,252794.04,6.63,237075.91,Republic of Ireland
Limerick,2023,3,2023 Q3,608.0,256070.12,6.23,241052.55,Republic of Ireland
Limerick,2023,4,2023 Q4,667.0,351593.02,4.5,336452.65,Republic of Ireland
Limerick,2024,1,2024 Q1,423.0,258259.55,3.47,249598.48,Republic of Ireland
Limerick,2024,2,2024 Q2,498.0,325396.69,2.47,317553.12,Republic of Ireland
Limerick,2024,3,2024 Q3,538.0,300986.6,1.53,296450.9,Republic of Ireland
Limerick,2024,4,2024 Q4,651.0,363988.35,1.03,360277.5,Republic of Ireland
Limerick,2025,1,2025 Q1,443.0,330299.91,1.9,324141.22,Republic of Ireland
Limerick,2025,2,2025 Q2,600.0,310795.0,1.9,305000.0,Republic of Ireland
Limerick,2025,3,2025 Q3,562.0,305233.86,2.13,298867.98,Republic of Ireland
Limerick,2025,4,2025 Q4,221.0,328189.37,3.05,318475.85,Republic of Ireland
Lisburn and Castlereagh,2010,1,2010 Q1,212.0,174534.27,3.28,168991.35,Northern Ireland
Lisburn and Castlereagh,2010,2,2010 Q2,244.0,179473.02,3.46,173470.93,Northern Ireland
Lisburn and Castlereagh,2010,3,2010 Q3,238.0,184636.64,3.09,179102.38,Northern Ireland
Lisburn and Castlereagh,2010,4,2010 Q4,231.0,167592.29,3.38,162112.87,Northern Ireland
Lisburn and Castlereagh,2011,1,2011 Q1,209.0,159107.28,4.12,152811.45,Northern Ireland
Lisburn and Castlereagh,2011,2,2011 Q2,188.0,146103.32,4.38,139972.52,Northern Ireland
Lisburn and Castlereagh,2011,3,2011 Q3,301.0,148946.61,4.71,142246.79,Northern Ireland
Lisburn and Castlereagh,2011,4,2011 Q4,270.0,149084.76,4.65,142460.35,Northern Ireland
Lisburn and Castlereagh,2012,1,2012 Q1,313.0,144944.19,3.49,140056.23,Northern Ireland
Lisburn and Castlereagh,2012,2,2012 Q2,281.0,148272.42,2.76,144290.02,Northern Ireland
Lisburn and Castlereagh,2012,3,2012 Q3,307.0,151703.38,2.41,148133.37,Northern Ireland
Lisburn and Castlereagh,2012,4,2012 Q4,326.0,147461.24,2.67,143626.41,Northern Ireland
Lisburn and Castlereagh,2013,1,2013 Q1,297.0,135705.25,2.78,132034.69,Northern Ireland
Lisburn and Castlereagh,2013,2,2013 Q2,395.0,137091.42,2.68,133513.26,Northern Ireland
Lisburn and Castlereagh,2013,3,2013 Q3,454.0,138938.84,2.71,135272.94,Northern Ireland
Lisburn and Castlereagh,2013,4,2013 Q4,514.0,141351.89,2.1,138444.55,Northern Ireland
Lisburn and Castlereagh,2014,1,2014 Q1,481.0,145281.38,1.74,142796.72,Northern Ireland
Lisburn and Castlereagh,2014,2,2014 Q2,496.0,154236.24,1.72,151628.23,Northern Ireland
Lisburn and Castlereagh,2014,3,2014 Q3,529.0,156178.46,1.46,153931.07,Northern Ireland
Lisburn and Castlereagh,2014,4,2014 Q4,537.0,164512.66,0.94,162980.64,Northern Ireland
Lisburn and Castlereagh,2015,1,2015 Q1,439.0,172691.25,0.1,172518.73,Northern Ireland
Lisburn and Castlereagh,2015,2,2015 Q2,554.0,183519.78,-0.02,183556.49,Northern Ireland
Lisburn and Castlereagh,2015,3,2015 Q3,584.0,187682.61,0.01,187663.84,Northern Ireland
Lisburn and Castlereagh,2015,4,2015 Q4,591.0,189519.88,0.07,189387.31,Northern Ireland
Lisburn and Castlereagh,2016,1,2016 Q1,576.0,176539.0,0.35,175923.27,Northern Ireland
Lisburn and Castlereagh,2016,2,2016 Q2,506.0,180762.16,0.35,180131.7,Northern Ireland
Lisburn and Castlereagh,2016,3,2016 Q3,612.0,168971.97,0.73,167747.41,Northern Ireland
Lisburn and Castlereagh,2016,4,2016 Q4,621.0,163407.06,1.21,161453.47,Northern Ireland
Lisburn and Castlereagh,2017,1,2017 Q1,505.0,164391.83,2.14,160947.55,Northern Ireland
Lisburn and Castlereagh,2017,2,2017 Q2,628.0,168108.22,2.74,163624.9,Northern Ireland
Lisburn and Castlereagh,2017,3,2017 Q3,678.0,163313.09,2.82,158833.97,Northern Ireland
Lisburn and Castlereagh,2017,4,2017 Q4,663.0,164259.2,3.02,159443.99,Northern Ireland
Lisburn and Castlereagh,2018,1,2018 Q1,564.0,166534.14,2.72,162124.36,Northern Ireland
Lisburn and Castlereagh,2018,2,2018 Q2,593.0,171574.68,2.42,167520.68,Northern Ireland
Lisburn and Castlereagh,2018,3,2018 Q3,605.0,170947.1,2.52,166745.12,Northern Ireland
Lisburn and Castlereagh,2018,4,2018 Q4,662.0,173434.3,2.27,169584.73,Northern Ireland
Lisburn and Castlereagh,2019,1,2019 Q1,513.0,175303.63,1.88,172068.74,Northern Ireland
Lisburn and Castlereagh,2019,2,2019 Q2,622.0,178686.36,2.05,175096.87,Northern Ireland
Lisburn and Castlereagh,2019,3,2019 Q3,661.0,175042.08,1.83,171896.38,Northern Ireland
Lisburn and Castlereagh,2019,4,2019 Q4,667.0,183110.55,1.41,180564.59,Northern Ireland
Lisburn and Castlereagh,2020,1,2020 Q1,507.0,184301.78,1.67,181274.5,Northern Ireland
Lisburn and Castlereagh,2020,2,2020 Q2,192.0,181942.9,0.62,180821.8,Northern Ireland
Lisburn and Castlereagh,2020,3,2020 Q3,529.0,180708.6,0.6,179630.82,Northern Ireland
Lisburn and Castlereagh,2020,4,2020 Q4,833.0,184424.3,0.53,183452.0,Northern Ireland
Lisburn and Castlereagh,2021,1,2021 Q1,763.0,192643.96,0.61,191475.96,Northern Ireland
Lisburn and Castlereagh,2021,2,2021 Q2,852.0,200563.05,2.05,196534.1,Northern Ireland
Lisburn and Castlereagh,2021,3,2021 Q3,901.0,204426.49,2.77,198916.5,Northern Ireland
Lisburn and Castlereagh,2021,4,2021 Q4,643.0,208486.11,4.91,198728.54,Northern Ireland
Lisburn and Castlereagh,2022,1,2022 Q1,563.0,215470.85,6.22,202853.37,Northern Ireland
Lisburn and Castlereagh,2022,2,2022 Q2,574.0,219620.55,9.17,201172.99,Northern Ireland
Lisburn and Castlereagh,2022,3,2022 Q3,617.0,229791.92,10.02,208863.77,Northern Ireland
Lisburn and Castlereagh,2022,4,2022 Q4,607.0,227865.48,10.75,205747.61,Northern Ireland
Lisburn and Castlereagh,2023,1,2023 Q1,449.0,219640.45,10.18,199346.93,Northern Ireland
Lisburn and Castlereagh,2023,2,2023 Q2,417.0,223525.78,8.43,206147.54,Northern Ireland
Lisburn and Castlereagh,2023,3,2023 Q3,575.0,231588.6,6.71,217026.15,Northern Ireland
Lisburn and Castlereagh,2023,4,2023 Q4,491.0,225850.62,4.18,216788.85,Northern Ireland
Lisburn and Castlereagh,2024,1,2024 Q1,454.0,235028.99,3.54,226993.42,Northern Ireland
Lisburn and Castlereagh,2024,2,2024 Q2,511.0,241566.29,2.1,236597.74,Northern Ireland
Lisburn and Castlereagh,2024,3,2024 Q3,649.0,251932.83,2.04,246896.15,Northern Ireland
Lisburn and Castlereagh,2024,4,2024 Q4,679.0,261670.93,2.47,255363.45,Northern Ireland
Lisburn and Castlereagh,2025,1,2025 Q1,657.0,264288.9,2.8,257090.37,Northern Ireland
Lisburn and Castlereagh,2025,2,2025 Q2,470.0,257412.76,3.49,248732.01,Northern Ireland
Lisburn and Castlereagh,2025,3,2025 Q3,515.0,261118.79,3.8,251559.53,Northern Ireland
Longford,2010,1,2010 Q1,26.0,147357.07,-3.37,152496.2,Republic of Ireland
Longford,2010,2,2010 Q2,40.0,132667.73,-1.33,134455.99,Republic of Ireland
Longford,2010,3,2010 Q3,39.0,144135.33,0.2,143847.63,Republic of Ireland
Longford,2010,4,2010 Q4,40.0,125538.94,0.93,124382.18,Republic of Ireland
Longford,2011,1,2011 Q1,40.0,101418.62,2.27,99167.52,Republic of Ireland
Longford,2011,2,2011 Q2,33.0,117522.15,2.87,114243.36,Republic of Ireland
Longford,2011,3,2011 Q3,36.0,94957.74,2.43,92705.0,Republic of Ireland
Longford,2011,4,2011 Q4,33.0,88726.36,2.7,86393.73,Republic of Ireland
Longford,2012,1,2012 Q1,23.0,78239.52,2.13,76607.78,Republic of Ireland
Longford,2012,2,2012 Q2,40.0,84609.47,1.8,83113.42,Republic of Ireland
Longford,2012,3,2012 Q3,52.0,100924.37,1.77,99169.08,Republic of Ireland
Longford,2012,4,2012 Q4,96.0,73700.35,1.07,72920.1,Republic of Ireland
Longford,2013,1,2013 Q1,52.0,60928.18,0.97,60342.86,Republic of Ireland
Longford,2013,2,2013 Q2,70.0,61923.42,0.53,61596.95,Republic of Ireland
Longford,2013,3,2013 Q3,56.0,73474.74,0.3,73254.98,Republic of Ireland
Longford,2013,4,2013 Q4,86.0,69826.32,0.23,69666.09,Republic of Ireland
Longford,2014,1,2014 Q1,74.0,60721.35,0.07,60678.87,Republic of Ireland
Longford,2014,2,2014 Q2,87.0,72550.38,0.37,72282.93,Republic of Ireland
Longford,2014,3,2014 Q3,127.0,69042.58,0.37,68788.07,Republic of Ireland
Longford,2014,4,2014 Q4,162.0,70390.42,-0.03,70411.54,Republic of Ireland
Longford,2015,1,2015 Q1,137.0,66974.98,-0.6,67379.25,Republic of Ireland
Longford,2015,2,2015 Q2,116.0,69981.01,-0.43,70283.23,Republic of Ireland
Longford,2015,3,2015 Q3,104.0,74202.1,-0.17,74328.46,Republic of Ireland
Longford,2015,4,2015 Q4,131.0,78363.57,-0.07,78418.46,Republic of Ireland
Longford,2016,1,2016 Q1,95.0,78394.24,-0.13,78496.29,Republic of Ireland
Longford,2016,2,2016 Q2,128.0,73115.14,0.17,72991.06,Republic of Ireland
Longford,2016,3,2016 Q3,104.0,96018.01,0.13,95893.35,Republic of Ireland
Longford,2016,4,2016 Q4,136.0,86996.75,-0.07,87057.69,Republic of Ireland
Longford,2017,1,2017 Q1,89.0,83370.84,0.57,82898.32,Republic of Ireland
Longford,2017,2,2017 Q2,101.0,98029.84,0.23,97804.89,Republic of Ireland
Longford,2017,3,2017 Q3,103.0,97167.21,0.2,96973.27,Republic of Ireland
Longford,2017,4,2017 Q4,118.0,103165.68,0.47,102683.07,Republic of Ireland
Longford,2018,1,2018 Q1,94.0,92548.58,0.23,92336.2,Republic of Ireland
Longford,2018,2,2018 Q2,126.0,94696.72,0.17,94536.01,Republic of Ireland
Longford,2018,3,2018 Q3,121.0,102419.2,0.77,101636.6,Republic of Ireland
Longford,2018,4,2018 Q4,134.0,124269.7,0.73,123369.1,Republic of Ireland
Longford,2019,1,2019 Q1,96.0,112146.72,0.83,111223.56,Republic of Ireland
Longford,2019,2,2019 Q2,93.0,118808.54,1.17,117434.56,Republic of Ireland
Longford,2019,3,2019 Q3,135.0,129981.59,0.7,129078.04,Republic of Ireland
Longford,2019,4,2019 Q4,131.0,127488.76,1.03,126189.01,Republic of Ireland
Longford,2020,1,2020 Q1,97.0,152735.06,1.03,151177.93,Republic of Ireland
Longford,2020,2,2020 Q2,78.0,102214.09,-0.3,102521.66,Republic of Ireland
Longford,2020,3,2020 Q3,95.0,119612.03,-0.93,120734.87,Republic of Ireland
Longford,2020,4,2020 Q4,130.0,146056.02,-1.13,147725.32,Republic of Ireland
Longford,2021,1,2021 Q1,145.0,162428.43,-0.23,162802.88,Republic of Ireland
Longford,2021,2,2021 Q2,141.0,133809.37,1.4,131961.9,Republic of Ireland
Longford,2021,3,2021 Q3,147.0,166030.5,2.93,161304.29,Republic of Ireland
Longford,2021,4,2021 Q4,179.0,174975.26,5.27,166215.69,Republic of Ireland
Longford,2022,1,2022 Q1,128.0,158702.06,5.77,150044.5,Republic of Ireland
Longford,2022,2,2022 Q2,129.0,148335.93,7.97,137386.25,Republic of Ireland
Longford,2022,3,2022 Q3,128.0,169795.77,8.7,156205.86,Republic of Ireland
Longford,2022,4,2022 Q4,164.0,159277.89,8.8,146395.12,Republic of Ireland
Longford,2023,1,2023 Q1,108.0,164782.44,7.97,152618.73,Republic of Ireland
Longford,2023,2,2023 Q2,111.0,179476.17,6.63,168316.77,Republic of Ireland
Longford,2023,3,2023 Q3,121.0,189319.83,6.23,178216.91,Republic of Ireland
Longford,2023,4,2023 Q4,155.0,222429.68,4.5,212851.37,Republic of Ireland
Longford,2024,1,2024 Q1,115.0,174210.03,3.47,168367.67,Republic of Ireland
Longford,2024,2,2024 Q2,119.0,190294.86,2.47,185707.87,Republic of Ireland
Longford,2024,3,2024 Q3,106.0,211869.26,1.53,208676.51,Republic of Ireland
Longford,2024,4,2024 Q4,139.0,187369.75,1.03,185459.52,Republic of Ireland
Longford,2025,1,2025 Q1,126.0,178473.49,1.9,175145.72,Republic of Ireland
Longford,2025,2,2025 Q2,120.0,227403.44,1.9,223163.34,Republic of Ireland
Longford,2025,3,2025 Q3,129.0,201419.61,2.13,197218.85,Republic of Ireland
Longford,2025,4,2025 Q4,47.0,198635.53,3.05,192756.46,Republic of Ireland
Louth,2010,1,2010 Q1,134.0,224648.47,-3.37,232483.15,Republic of Ireland
Louth,2010,2,2010 Q2,112.0,182319.22,-1.33,184776.75,Republic of Ireland
Louth,2010,3,2010 Q3,145.0,187252.83,0.2,186879.07,Republic of Ireland
Louth,2010,4,2010 Q4,148.0,165737.36,0.93,164210.2,Republic of Ireland
Louth,2011,1,2011 Q1,120.0,178120.84,2.27,174167.24,Republic of Ireland
Louth,2011,2,2011 Q2,98.0,149200.23,2.87,145037.65,Republic of Ireland
Louth,2011,3,2011 Q3,104.0,156444.38,2.43,152732.97,Republic of Ireland
Louth,2011,4,2011 Q4,140.0,146551.92,2.7,142699.04,Republic of Ireland
Louth,2012,1,2012 Q1,119.0,135964.67,2.13,133129.02,Republic of Ireland
Louth,2012,2,2012 Q2,147.0,167528.26,1.8,164566.07,Republic of Ireland
Louth,2012,3,2012 Q3,146.0,140716.45,1.77,138269.09,Republic of Ireland
Louth,2012,4,2012 Q4,257.0,125719.58,1.07,124388.62,Republic of Ireland
Louth,2013,1,2013 Q1,154.0,123143.32,0.97,121960.3,Republic of Ireland
Louth,2013,2,2013 Q2,176.0,131154.95,0.53,130463.5,Republic of Ireland
Louth,2013,3,2013 Q3,180.0,118885.67,0.3,118530.08,Republic of Ireland
Louth,2013,4,2013 Q4,256.0,136836.44,0.23,136522.43,Republic of Ireland
Louth,2014,1,2014 Q1,187.0,115318.81,0.07,115238.14,Republic of Ireland
Louth,2014,2,2014 Q2,239.0,122395.99,0.37,121944.79,Republic of Ireland
Louth,2014,3,2014 Q3,329.0,135817.0,0.37,135316.33,Republic of Ireland
Louth,2014,4,2014 Q4,435.0,134020.37,-0.03,134060.59,Republic of Ireland
Louth,2015,1,2015 Q1,253.0,138650.05,-0.6,139486.97,Republic of Ireland
Louth,2015,2,2015 Q2,261.0,142709.52,-0.43,143325.82,Republic of Ireland
Louth,2015,3,2015 Q3,375.0,137399.4,-0.17,137633.37,Republic of Ireland
Louth,2015,4,2015 Q4,403.0,149748.33,-0.07,149853.23,Republic of Ireland
Louth,2016,1,2016 Q1,239.0,143478.25,-0.13,143665.02,Republic of Ireland
Louth,2016,2,2016 Q2,310.0,157175.41,0.17,156908.66,Republic of Ireland
Louth,2016,3,2016 Q3,325.0,163341.53,0.13,163129.46,Republic of Ireland
Louth,2016,4,2016 Q4,383.0,186398.34,-0.07,186528.91,Republic of Ireland
Louth,2017,1,2017 Q1,291.0,354551.54,0.57,352542.05,Republic of Ireland
Louth,2017,2,2017 Q2,304.0,189860.66,0.23,189424.98,Republic of Ireland
Louth,2017,3,2017 Q3,344.0,207208.88,0.2,206795.28,Republic of Ireland
Louth,2017,4,2017 Q4,433.0,194227.15,0.47,193318.55,Republic of Ireland
Louth,2018,1,2018 Q1,316.0,210400.67,0.23,209917.86,Republic of Ireland
Louth,2018,2,2018 Q2,324.0,193643.37,0.17,193314.73,Republic of Ireland
Louth,2018,3,2018 Q3,418.0,209230.27,0.77,207631.51,Republic of Ireland
Louth,2018,4,2018 Q4,532.0,204966.68,0.73,203481.27,Republic of Ireland
Louth,2019,1,2019 Q1,341.0,203197.36,0.83,201524.7,Republic of Ireland
Louth,2019,2,2019 Q2,450.0,218423.32,1.17,215897.32,Republic of Ireland
Louth,2019,3,2019 Q3,457.0,199647.82,0.7,198260.0,Republic of Ireland
Louth,2019,4,2019 Q4,482.0,239395.46,1.03,236954.82,Republic of Ireland
Louth,2020,1,2020 Q1,316.0,229080.92,1.03,226745.44,Republic of Ireland
Louth,2020,2,2020 Q2,205.0,211182.71,-0.3,211818.16,Republic of Ireland
Louth,2020,3,2020 Q3,305.0,222746.06,-0.93,224837.05,Republic of Ireland
Louth,2020,4,2020 Q4,541.0,217661.88,-1.13,220149.57,Republic of Ireland
Louth,2021,1,2021 Q1,329.0,242717.55,-0.23,243277.08,Republic of Ireland
Louth,2021,2,2021 Q2,370.0,239976.15,1.4,236662.87,Republic of Ireland
Louth,2021,3,2021 Q3,459.0,244578.88,2.93,237616.71,Republic of Ireland
Louth,2021,4,2021 Q4,545.0,295536.46,5.27,280741.39,Republic of Ireland
Louth,2022,1,2022 Q1,368.0,237174.43,5.77,224236.01,Republic of Ireland
Louth,2022,2,2022 Q2,436.0,252484.63,7.97,233847.02,Republic of Ireland
Louth,2022,3,2022 Q3,443.0,253135.41,8.7,232875.26,Republic of Ireland
Louth,2022,4,2022 Q4,585.0,278886.12,8.8,256329.16,Republic of Ireland
Louth,2023,1,2023 Q1,382.0,271568.21,7.97,251521.91,Republic of Ireland
Louth,2023,2,2023 Q2,409.0,278557.53,6.63,261237.48,Republic of Ireland
Louth,2023,3,2023 Q3,445.0,274050.29,6.23,257978.24,Republic of Ireland
Louth,2023,4,2023 Q4,565.0,330980.9,4.5,316728.13,Republic of Ireland
Louth,2024,1,2024 Q1,291.0,281138.41,3.47,271710.07,Republic of Ireland
Louth,2024,2,2024 Q2,392.0,298313.01,2.47,291122.29,Republic of Ireland
Louth,2024,3,2024 Q3,504.0,308394.68,1.53,303747.34,Republic of Ireland
Louth,2024,4,2024 Q4,578.0,340844.98,1.03,337370.06,Republic of Ireland
Louth,2025,1,2025 Q1,413.0,306073.54,1.9,300366.58,Republic of Ireland
Louth,2025,2,2025 Q2,421.0,391132.79,1.9,383839.83,Republic of Ireland
Louth,2025,3,2025 Q3,532.0,346527.63,2.13,339300.53,Republic of Ireland
Louth,2025,4,2025 Q4,212.0,418637.79,3.05,406247.25,Republic of Ireland
Mayo,2010,1,2010 Q1,77.0,163640.36,-3.37,169347.36,Republic of Ireland
Mayo,2010,2,2010 Q2,99.0,158336.86,-1.33,160471.13,Republic of Ireland
Mayo,2010,3,2010 Q3,125.0,163335.52,0.2,163009.5,Republic of Ireland
Mayo,2010,4,2010 Q4,123.0,151086.89,0.93,149694.73,Republic of Ireland
Mayo,2011,1,2011 Q1,88.0,151878.11,2.27,148507.0,Republic of Ireland
Mayo,2011,2,2011 Q2,87.0,135535.62,2.87,131754.28,Republic of Ireland
Mayo,2011,3,2011 Q3,132.0,127261.96,2.43,124242.86,Republic of Ireland
